,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,226,72,5,200,503,0.9704280986441763,0.03291102373671181,0.9730771289407484
1,$u_{MC}$ probe scale 1.5,225,55,7,181,468,0.9740273621205643,0.03271299796452457,0.9749652294853964
2,$u_{SCF}$,723,41,13,83,860,0.9835751108979739,0.09160015203344736,0.9501968959925874
