,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,993,174,28,268,1463,0.9513960703205792,0.10007054318250529,0.9263454664451493
1,$u_{MC}$ probe scale 1.5,992,139,41,253,1425,0.9552223371251293,0.09996976720749773,0.9283883612241822
2,$u_{SCF}$,992,98,88,201,1379,0.9599793174767322,0.09996976720749773,0.9308598646277263
