,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,112,36,4,160,312,0.9782939005860647,0.022764227642276424,0.9829880043620501
1,$u_{MC}$ probe scale 1.5,120,23,5,126,274,0.9832481235722833,0.024286581663630843,0.9850697471665214
2,$u_{SCF}$,613,28,10,64,715,0.9862958484482064,0.09161560304887162,0.9535623822822628
