,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,325,93,9,215,642,0.9664230484058892,0.04258385744234801,0.9660137638962415
1,$u_{MC}$ probe scale 1.5,312,76,8,194,590,0.970469513490546,0.040736388562475516,0.9687201781359347
2,$u_{SCF}$,760,49,16,89,914,0.9822478386167147,0.09049773755656108,0.9490977946090444
