,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,591,147,14,246,998,0.9575245251513254,0.06753513884127528,0.9484184411825511
1,$u_{MC}$ probe scale 1.5,543,105,19,221,888,0.9638251022334068,0.06173260572987722,0.9539227895392279
2,$u_{SCF}$,827,59,24,115,1025,0.97843607057286,0.0903726368702874,0.9460327489074922
