,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,103,28,4,146,281,0.9806057964698192,0.022702226140621555,0.9846288496252941
1,$u_{MC}$ probe scale 1.5,103,19,5,113,240,0.9850420351566765,0.02260755048287972,0.9868737694158827
2,$u_{SCF}$,587,28,10,60,685,0.9864827586206897,0.09079659706109822,0.9542998198679032
