,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,400,116,9,224,749,0.963220571187691,0.04997501249375312,0.9606390246465921
1,$u_{MC}$ probe scale 1.5,373,84,9,202,668,0.9687698496718188,0.04635267801665217,0.9647865050079073
2,$u_{SCF}$,776,51,20,97,944,0.9810340934748251,0.08986682107701216,0.9484828640034927
