,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{MC}$ simple probe scale 1.5,501,131,12,232,876,0.9607000628798994,0.05984948034882332,0.9543987506507028
1,$u_{MC}$ probe scale 1.5,443,88,12,211,754,0.9671906319231987,0.052525492055963956,0.9605028810895756
2,$u_{SCF}$,803,57,22,105,987,0.9795986251247367,0.09028558578817181,0.9470976041164175
