,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,359,45,5,81,490,0.9832223360655737,0.050097683505442366,0.9690734662963898
1,$u_{noise}$,359,49,8,88,504,0.9814601713335891,0.050188732000559205,0.9682139253279517
