,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,503,129,46,225,903,0.9586349534643226,0.05069031542880177,0.9535565499151365
1,$u_{noise}$,462,139,15,261,877,0.9570837642192348,0.046558500453491886,0.9547635013153145
