,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,343,43,4,73,463,0.9842684845306765,0.049523534507652324,0.9700885070094968
1,$u_{noise}$,347,46,8,84,485,0.9819560669456067,0.05024616275702288,0.9687197678168332
