,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{power}$,443,74,9,131,657,0.9766935308211718,0.04841000983499071,0.9646641209057172
1,$u_{noise}$,448,86,12,141,687,0.9740160904544466,0.04904214559386973,0.9630744423542059
