,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{blur_0.4}$,737,48,13,84,882,0.9829592196497826,0.09048496009821977,0.9499148211243612
1,$u_{Power}$,742,45,15,90,892,0.9823943661971831,0.09122203098106713,0.949410163339383
