,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{blur_0.4}$,714,44,12,79,849,0.9838090669225233,0.09042553191489362,0.9507968704723269
1,$u_{Power}$,722,42,12,84,860,0.9834631515877771,0.0915198377487641,0.9502141947435452
