,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{blur_0.4}$,679,38,11,74,802,0.9845787362086259,0.09153410622809383,0.9514174945480979
1,$u_{Power}$,681,33,11,71,796,0.9855997996493864,0.09192764578833694,0.9518684242350949
