,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{blur_0.4}$,857,67,21,132,1077,0.9764957264957265,0.09123815607367189,0.9443612129978819
1,$u_{Power}$,860,64,25,131,1080,0.976493215087082,0.09154779646582925,0.9442091125116231
