,models,false_accept_num,false_reject_num,false_ident_num,false_ident-reject_num,error_sum,dir,far,f1_class
0,$u_{blur_0.4}$,760,51,14,90,915,0.9821222606689735,0.09044388908723075,0.9490108665366397
1,$u_{Power}$,764,47,18,90,919,0.9821634062140391,0.09113682452582608,0.9489132247484573
