,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,10,90,75,100,165,356,531,0.9796274738067521,0.04331954246775371,0.9694142042509072
1,$u_{SCF}$,5,99,62,104,161,396,562,0.980675203725262,0.04818690678997323,0.9677197013210798
2,$u_{25}$,7,98,61,105,159,394,560,0.98062558356676,0.047815533980582525,0.9677493665054135
3,$u_{50}$,7,99,58,106,157,401,565,0.9808567760009338,0.04865914330785099,0.9674745265097
4,$u_{75}$,6,99,57,105,156,396,558,0.9810725552050473,0.048005818887137834,0.9678423236514523
