,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,36,195,146,231,341,473,850,0.9607209835382371,0.048069105691056914,0.9559402861289654
1,$u_{SCF}$,23,199,120,222,319,477,819,0.9643675765784538,0.04847560975609756,0.9576328177538669
2,$u_{25}$,18,197,125,215,322,467,807,0.9646201873048907,0.04751729751729752,0.9582881066832066
3,$u_{50}$,17,196,125,213,321,471,809,0.9648209825145712,0.047914547304170906,0.9581890536978654
4,$u_{75}$,18,195,127,213,322,467,807,0.9646201873048907,0.04751729751729752,0.9582881066832066
