,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,17,123,96,140,219,400,636,0.9742779291553133,0.04357298474945534,0.9656476180187966
1,$u_{SCF}$,10,129,79,139,208,435,653,0.9762397820163488,0.04738562091503268,0.964830074864006
2,$u_{25}$,9,126,76,135,202,441,652,0.9770327636878198,0.048102094240837695,0.9649537733820683
3,$u_{50}$,9,127,75,136,202,445,656,0.9770402611534277,0.048554282596835786,0.9647577092511014
4,$u_{75}$,9,126,76,135,202,439,650,0.97705274605764,0.04792576419213974,0.9650875496831024
