,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,20,161,126,181,287,440,747,0.9676603813336142,0.04566683964711987,0.9609289188765102
1,$u_{SCF}$,13,164,102,177,266,456,735,0.9706099231012325,0.047327451997924236,0.9616448364034859
2,$u_{25}$,10,164,105,174,269,455,734,0.9706223017795094,0.047243276918284706,0.9617110067814293
3,$u_{50}$,10,164,103,174,267,460,737,0.9708267509215377,0.04775251738814492,0.9615605278255882
4,$u_{75}$,10,163,103,173,266,454,730,0.9709320695102686,0.04712965846569085,0.9619156928213689
