,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,11,94,79,105,173,364,548,0.9788554355320616,0.04325095057034221,0.968835304822566
1,$u_{SCF}$,6,102,64,108,166,403,575,0.9802344288669271,0.04788498098859316,0.9673943861638786
2,$u_{25}$,7,103,64,110,167,408,582,0.9799908003679852,0.048444549988126334,0.9669805968455691
3,$u_{50}$,7,102,62,109,164,410,581,0.9803380476026216,0.048687804298776866,0.9670504168320763
4,$u_{75}$,7,104,62,111,166,401,574,0.9800920598388952,0.04757949691504509,0.9674011812812359
