,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,13,98,83,111,181,375,569,0.978021978021978,0.0436046511627907,0.9680964395850854
1,$u_{SCF}$,7,108,68,115,176,416,599,0.9792681545258864,0.04837209302325581,0.9665119919494605
2,$u_{25}$,8,110,67,118,177,414,599,0.9790439510647938,0.048145133155018026,0.9665082471344704
3,$u_{50}$,8,109,65,117,174,418,600,0.979381443298969,0.048604651162790696,0.966461710452767
4,$u_{75}$,8,108,66,116,174,413,595,0.9793720956590729,0.04800092980009298,0.9667170106841192
