,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,14,105,85,119,190,380,584,0.9771505376344086,0.043142597638510444,0.9676131322094055
1,$u_{SCF}$,8,114,71,122,185,420,613,0.9783826164874552,0.047683923705722074,0.9661007576176519
2,$u_{25}$,8,118,70,126,188,421,617,0.9781078967943706,0.047933507913013776,0.9659698858308974
3,$u_{50}$,8,118,69,126,187,424,619,0.9782147246117752,0.04826408651109846,0.9658595775191661
4,$u_{75}$,8,117,69,125,186,418,612,0.9783288650580876,0.047586520947176685,0.9662400706090026
