,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,63,223,153,286,376,496,935,0.9546018614270941,0.049984883603748864,0.9517966695880807
1,$u_{SCF}$,49,226,125,275,351,496,896,0.9586349534643226,0.049984883603748864,0.9538999794196337
2,$u_{25}$,41,228,128,269,356,495,892,0.9589451913133402,0.049884107628741306,0.9541105051960078
3,$u_{50}$,41,228,128,269,356,500,897,0.9589451913133402,0.0503879875037791,0.95386514426786
4,$u_{75}$,42,226,129,268,355,496,893,0.9589451913133402,0.049984883603748864,0.9540614229127014
