,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,24,178,138,202,316,455,795,0.9644053601340034,0.04675778440036995,0.9586346844268693
1,$u_{SCF}$,14,182,111,196,293,465,772,0.9678601340033501,0.0477854280135649,0.9599210881528398
2,$u_{25}$,11,175,112,186,287,460,758,0.9687860060752068,0.04724732949876746,0.9606356460324054
3,$u_{50}$,10,176,114,186,290,465,765,0.9685830977065661,0.04777070063694268,0.9602865597258994
4,$u_{75}$,10,176,114,186,290,460,760,0.9685798072894847,0.04725218284540318,0.9605317823016202
