,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,10,90,72,100,162,353,525,0.9798358733880422,0.04345150172328902,0.9695493300852618
1,$u_{SCF}$,5,99,59,104,158,392,555,0.9808909730363423,0.0482520925652388,0.967898663890335
2,$u_{25}$,6,97,59,103,156,393,555,0.9809590973201693,0.0482445371961699,0.9678204905200904
3,$u_{50}$,6,98,56,104,154,396,556,0.981198589894242,0.04862475442043222,0.9677793231339824
4,$u_{75}$,6,96,56,102,152,394,552,0.981400824014126,0.048290231646035055,0.9679554162312782
