,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,20,161,126,181,287,440,747,0.9676603813336142,0.04566683964711987,0.9609289188765102
1,$u_{SCF}$,13,164,102,177,266,456,735,0.9706099231012325,0.047327451997924236,0.9616448364034859
2,$u_{25}$,13,162,105,175,267,454,734,0.9705232129697863,0.0471492366808599,0.961715001043188
3,$u_{50}$,15,159,108,174,267,452,734,0.9702939007689877,0.046912298910223145,0.9616830235957402
4,$u_{75}$,10,162,102,172,264,451,725,0.9711427066877304,0.04681822900446382,0.9621745708770282
