,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,18,139,106,157,245,418,681,0.9719556408615909,0.04427497087172969,0.9639892126275713
1,$u_{SCF}$,10,144,87,154,231,446,687,0.9743015568351461,0.0472407583942379,0.963767733769316
2,$u_{25}$,9,147,91,156,238,446,693,0.973661761569631,0.0472407583942379,0.9634397256660511
3,$u_{50}$,11,142,99,153,241,444,696,0.9731486414491209,0.04706381174475302,0.9632950110747812
4,$u_{75}$,9,146,88,155,234,446,689,0.9740965781899584,0.0472557745285018,0.9636699182704982
