,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,13,98,83,111,181,375,569,0.978021978021978,0.0436046511627907,0.9680964395850854
1,$u_{SCF}$,7,108,68,115,176,416,599,0.9792681545258864,0.04837209302325581,0.9665119919494605
2,$u_{25}$,8,111,68,119,179,411,598,0.9788221970554927,0.047807374665581014,0.9665622903153657
3,$u_{50}$,8,110,70,118,180,405,593,0.9786872236707856,0.047060190564722285,0.9667954532728597
4,$u_{75}$,8,108,68,116,176,409,593,0.9791548657528039,0.04755813953488372,0.9668325969013927
