,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,16,115,88,131,203,385,604,0.9758117958913187,0.04281583629893238,0.966947575790741
1,$u_{SCF}$,10,123,73,133,196,426,632,0.9772476253589574,0.04737544483985765,0.9655172413793103
2,$u_{25}$,9,125,77,134,202,425,636,0.9767159567424409,0.04730632235084595,0.9653179190751445
3,$u_{50}$,9,123,80,132,203,424,636,0.97663396891877,0.04725286972027193,0.9653557032356466
4,$u_{75}$,9,123,76,132,199,424,632,0.9770520741394528,0.04720552215542195,0.965547317924117
