,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,14,105,85,119,190,380,584,0.9771505376344086,0.043142597638510444,0.9676131322094055
1,$u_{SCF}$,8,114,71,122,185,420,613,0.9783826164874552,0.047683923705722074,0.9661007576176519
2,$u_{25}$,8,118,72,126,190,417,615,0.9778647288988261,0.047434876578318734,0.9660389861394888
3,$u_{50}$,9,115,75,124,190,418,617,0.9777529346003354,0.0475486292799454,0.9659285438179912
4,$u_{75}$,8,116,73,124,189,415,612,0.977986367191865,0.04722886081711619,0.9662177081033341
