,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,18,130,105,148,235,407,660,0.9728278380410268,0.043515449588367366,0.9648487430762677
1,$u_{SCF}$,10,136,85,146,221,443,674,0.9751906347331114,0.047364481984390035,0.9642136561537644
2,$u_{25}$,9,138,87,147,225,443,677,0.9748980905385111,0.04742025262256476,0.9640905956611681
3,$u_{50}$,10,136,93,146,229,442,681,0.9743507190384203,0.04729295955488979,0.9638515844790063
4,$u_{75}$,9,138,84,147,222,442,673,0.9752119326107952,0.0472980203317282,0.9642951880736379
