,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,10,92,76,102,168,359,537,0.979421965317919,0.04318537230843258,0.9692809335850353
1,$u_{SCF}$,5,100,63,105,163,400,568,0.9805780346820809,0.04811740647179117,0.9676020990189367
2,$u_{25}$,6,102,64,108,166,395,567,0.9800764508282173,0.047418967587034816,0.9675796214763565
3,$u_{50}$,6,100,65,106,165,396,567,0.9801601113818308,0.047459252157238736,0.9675313520013744
4,$u_{75}$,6,101,63,107,164,396,566,0.9803058387395737,0.04753330932661145,0.9676386506575186
