,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,10,90,75,100,165,356,531,0.9796274738067521,0.04331954246775371,0.9694142042509072
1,$u_{SCF}$,5,99,62,104,161,396,562,0.980675203725262,0.04818690678997323,0.9677197013210798
2,$u_{25}$,6,100,62,106,162,391,559,0.9803967327887981,0.0474629764505948,0.9678051028048148
3,$u_{50}$,5,95,62,100,157,392,554,0.981037106402903,0.04742891712038717,0.9680064680064681
4,$u_{75}$,5,99,60,104,159,392,556,0.9808612440191388,0.0475785896346644,0.9679834158700911
