,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,63,223,153,286,376,496,935,0.9546018614270941,0.049984883603748864,0.9517966695880807
1,$u_{SCF}$,49,226,125,275,351,496,896,0.9586349534643226,0.049984883603748864,0.9538999794196337
2,$u_{25}$,44,227,130,271,357,497,898,0.9585315408479834,0.05008565957875642,0.9537970775879809
3,$u_{50}$,48,222,135,270,357,496,901,0.9581178903826267,0.049984883603748864,0.9536307961504812
4,$u_{75}$,44,227,126,271,353,496,893,0.9589451913133402,0.049984883603748864,0.9540614229127014
