,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,36,195,146,231,341,473,850,0.9607209835382371,0.048069105691056914,0.9559402861289654
1,$u_{SCF}$,23,199,120,222,319,477,819,0.9643675765784538,0.04847560975609756,0.9576328177538669
2,$u_{25}$,22,199,125,221,324,473,819,0.9639995838102174,0.04813269563447644,0.9576722311230554
3,$u_{50}$,26,199,129,225,328,472,826,0.9631786977324734,0.04804560260586319,0.9573038354181743
4,$u_{75}$,21,201,121,222,322,466,809,0.9643191511494851,0.04743002544529262,0.9581890536978654
