,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,15,110,87,125,197,383,595,0.9764208653097542,0.04303370786516854,0.9672230485319231
1,$u_{SCF}$,9,119,71,128,190,424,623,0.9778667556445334,0.04764044943820225,0.9657823913879278
2,$u_{25}$,8,120,76,128,196,421,625,0.9773383692512775,0.0473619079761503,0.9656989188299216
3,$u_{50}$,9,118,78,127,196,421,626,0.977232341181697,0.04737256667041746,0.965649692712906
4,$u_{75}$,8,120,75,128,195,418,621,0.9774669774669774,0.04706147264129701,0.9659408764328415
