,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,9,87,74,96,161,361,531,0.9800094073377235,0.04429447852760736,0.9691261119832548
1,$u_{SCF}$,7,96,60,103,156,405,568,0.980832549388523,0.04969325153374233,0.9670724637681158
2,$u_{blur}$,5,94,59,99,153,387,545,0.9813481289104002,0.04729316876451179,0.9682604391124572
