,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,18,146,108,164,254,415,687,0.9710515112813963,0.04404117584633344,0.9637179825719566
1,$u_{SCF}$,12,154,91,166,245,446,703,0.9726479352916134,0.0473309986203969,0.962962962962963
2,$u_{blur}$,11,142,99,153,241,444,696,0.9731486414491209,0.04706381174475302,0.9632950110747812
