,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,19,154,114,173,268,422,709,0.9696103346039814,0.04428121720881427,0.9627293276559955
1,$u_{SCF}$,13,162,95,175,257,448,718,0.9714104193138501,0.04700944386149003,0.9623413406063149
2,$u_{blur}$,11,149,102,160,251,447,709,0.9722281110875557,0.04685534591194968,0.9627880123865008
