,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,14,107,84,121,191,376,581,0.9769611148572713,0.04329801934592354,0.9676629376078366
1,$u_{SCF}$,10,119,66,129,185,421,616,0.9780849629130142,0.048479963150621835,0.9658195538785928
2,$u_{blur}$,9,113,71,122,184,412,605,0.9782657657657657,0.04734543783038382,0.9663496301240336
