,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,16,134,97,150,231,402,649,0.9733347727518082,0.043473558992105546,0.965258819121032
1,$u_{SCF}$,11,141,81,152,222,442,675,0.9748461621504912,0.04779928625500162,0.9639711769415533
2,$u_{blur}$,9,134,89,143,223,438,670,0.9749324689357104,0.0473257698541329,0.9642017525112204
