,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,13,104,81,117,185,370,568,0.9775865972379443,0.04305830327010357,0.9681614349775786
1,$u_{SCF}$,9,116,63,125,179,417,605,0.978718587276432,0.04852787152333295,0.9661954517516903
2,$u_{blur}$,8,110,70,118,180,405,593,0.9786872236707856,0.047060190564722285,0.9667954532728597
