,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$Average$,16,129,94,145,223,394,633,0.9740330291177749,0.04305540378100754,0.9658999084199752
1,$u_{SCF}$,11,136,79,147,215,435,661,0.9754454584963059,0.04753578843842203,0.9644948165655046
2,$u_{blur}$,9,129,88,138,217,430,656,0.9754053759930351,0.04691250272747109,0.9646970186201701
