,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,16,129,94,145,223,394,633,0.9740330291177749,0.04305540378100754,0.9658999084199752
1,$u_{new embed}$,13,120,113,133,233,448,694,0.973217201959717,0.04885496183206107,0.9626319190178765
