,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,14,109,84,123,193,381,588,0.9768895835659261,0.04339902038956601,0.9674922600619195
1,$u_{new embed}$,12,106,98,118,204,437,653,0.9758064516129032,0.04961398728428701,0.9638767494606406
