,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,9,87,74,96,161,361,531,0.9800094073377235,0.04429447852760736,0.9691261119832548
1,$u_{new embed}$,11,91,77,102,168,409,588,0.978864092572913,0.04996945632254123,0.9657502329916123
