,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,13,104,81,117,185,370,568,0.9775865972379443,0.04305830327010357,0.9681614349775786
1,$u_{new embed}$,12,101,90,113,191,430,633,0.9769213278763074,0.04982041478391843,0.9644761209944442
