,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,15,113,86,128,199,383,597,0.9762723140037698,0.04316952209197475,0.9672104135771955
1,$u_{new embed}$,12,109,104,121,213,438,663,0.974974974974975,0.04921348314606742,0.9635614179719703
