,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,20,163,126,183,289,435,744,0.9674736842105263,0.045180722891566265,0.9611000731987869
1,$u_{new embed}$,19,166,157,185,323,462,804,0.9639924194567278,0.047975077881619935,0.957940991839297
