,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,15,118,89,133,207,387,609,0.9755479678378676,0.043158246905319504,0.9667630846477107
1,$u_{new embed}$,12,114,106,126,220,440,672,0.9744211686879823,0.049019607843137254,0.9633747547416612
