,models,0.0,0.0079,0.0158,0.0237,0.0316,0.0395,0.0474,0.0553,0.0632,0.0711,0.0789,0.0868,0.0947,0.1026,0.1105,0.1184,0.1263,0.1342,0.1421,0.15
0,$Average$,286,228,198,183,173,164,159,150,145,138,133,128,123,121,117,109,103,100,99,96
1,$u_{SCF}$,276,222,192,185,175,166,161,152,147,142,138,133,130,129,125,117,111,108,106,103
2,$u_{new embed}$,285,227,197,186,174,162,158,149,145,142,139,135,132,129,127,127,124,121,118,117
