,models,0.0,0.0079,0.0158,0.0237,0.0316,0.0395,0.0474,0.0553,0.0632,0.0711,0.0789,0.0868,0.0947,0.1026,0.1105,0.1184,0.1263,0.1342,0.1421,0.15
0,$Average$,223,192,175,163,154,146,141,134,129,123,118,113,109,107,104,97,92,91,90,87
1,$u_{SCF}$,228,197,178,171,162,154,149,141,136,131,127,122,120,119,116,109,103,101,99,96
2,$u_{new embed}$,250,205,179,171,159,148,144,136,133,130,127,123,120,117,115,115,112,109,106,105
