,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,10,92,76,102,168,359,537,0.979421965317919,0.04318537230843258,0.9692809335850353
1,$u_{25}$,11,91,79,102,170,357,538,0.9790339395343449,0.04285714285714286,0.9691549134273593
2,$u_{50}$,11,92,74,103,166,358,535,0.9794639749390881,0.042905081495685525,0.9692864113898617
3,$u_{75}$,11,91,78,102,169,357,537,0.9791473586654309,0.042851998559596684,0.9692104810503985
