,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,19,154,112,173,266,427,712,0.9698189134808853,0.044801175112789846,0.9625814589026698
1,$u_{25}$,18,146,115,164,261,423,702,0.9704417840872974,0.044362873623492394,0.9630953632635896
2,$u_{50}$,17,146,116,163,262,422,701,0.9704261182955268,0.04423480083857442,0.9631266109094734
3,$u_{75}$,17,143,114,160,257,424,698,0.9709684255138801,0.044463087248322146,0.9633133606643539
