,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,11,94,79,105,173,364,548,0.9788554355320616,0.04325095057034221,0.968835304822566
1,$u_{25}$,12,93,83,105,176,359,547,0.9783982534758129,0.04266191325014854,0.9688797860840871
2,$u_{50}$,12,93,76,105,169,361,542,0.9791594703511802,0.04280801612711965,0.9691168091168091
3,$u_{75}$,11,93,82,104,175,359,545,0.9786403307303629,0.04268727705112961,0.9690147251122861
