,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,15,110,87,125,197,383,595,0.9764208653097542,0.04303370786516854,0.9672230485319231
1,$u_{25}$,14,110,90,124,200,380,594,0.9762275049988891,0.042749465631679605,0.9673087506879472
2,$u_{50}$,13,109,89,122,198,384,595,0.9765659706796979,0.043209181951164626,0.967273527308729
3,$u_{75}$,14,110,90,124,200,378,592,0.9762459762459762,0.0425579824363882,0.967440325596744
