,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,24,178,138,202,316,455,795,0.9644053601340034,0.04675778440036995,0.9586346844268693
1,$u_{25}$,26,170,141,196,311,446,783,0.9647046501885211,0.045814072932717,0.959229367352252
2,$u_{50}$,30,168,140,198,308,445,783,0.9645999162128195,0.04571135079609656,0.9592251210748322
3,$u_{75}$,25,167,140,192,307,446,778,0.9652283200670297,0.045814072932717,0.9595002602811036
