,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,10,90,75,100,165,356,531,0.9796274738067521,0.04331954246775371,0.9694142042509072
1,$u_{25}$,11,90,76,101,166,355,532,0.9793465577596266,0.043092983733916,0.9692805173807599
2,$u_{50}$,10,86,72,96,158,356,524,0.9803347770104179,0.04307320024198427,0.9696653930762996
3,$u_{75}$,10,89,75,99,164,356,530,0.9796942467032326,0.04320912732127685,0.9693995381062356
