,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,20,161,126,181,287,440,747,0.9676603813336142,0.04566683964711987,0.9609289188765102
1,$u_{25}$,20,157,128,177,285,431,736,0.9678913569849458,0.04476061896354762,0.9615143275465383
2,$u_{50}$,22,154,128,176,282,430,734,0.967976403665859,0.04462895692786715,0.9615948095437422
3,$u_{75}$,18,156,126,174,282,429,729,0.9684044233807267,0.044534412955465584,0.9618703907108112
