,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,17,125,101,142,226,401,644,0.9737212068779063,0.04329051063370398,0.9654728715419257
1,$u_{25}$,16,125,101,141,226,397,639,0.973849146315107,0.042891097666378566,0.96576113165086
2,$u_{50}$,14,128,102,142,230,402,646,0.9736358725013506,0.04343598055105349,0.9653953289050782
3,$u_{75}$,15,127,102,142,229,394,638,0.9736501079913606,0.042594594594594595,0.9658275307980718
