,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,14,105,85,119,190,380,584,0.9771505376344086,0.043142597638510444,0.9676131322094055
1,$u_{25}$,14,108,86,122,194,376,584,0.9767467859139184,0.042771015811625526,0.9676597629859343
2,$u_{50}$,13,106,86,119,192,377,582,0.9770821688093907,0.04288476851325219,0.9677776547447681
3,$u_{75}$,14,106,87,120,193,375,582,0.976868923902112,0.042676681461249574,0.967784789106609
