,models,true_accept_false_ident,false_reject_false_ident,false_reject_true_ident,false_ident,false_reject,false_accept,error_sum,dir,far,f1_class
0,$u_{SCF}$,18,139,106,157,245,418,681,0.9719556408615909,0.04427497087172969,0.9639892126275713
1,$u_{25}$,17,140,109,157,249,414,680,0.9716357432288334,0.0438512869399428,0.9640287769784173
2,$u_{50}$,17,138,113,155,251,415,683,0.9714437932871604,0.04398982404070384,0.9638949093408046
3,$u_{75}$,17,138,109,155,247,413,677,0.9718580108730412,0.0437592710319983,0.9642007297340173
